Genus;Species;Center Lat;Center Long;C-Square;Depth (m);Surface Water Temp. (°C);Bottom Water Temp. (°C);Surface Salinity (psu);Bottom Salinity (psu);Primary Production (mgC·m-3·day-1);Sea Ice Concentration (0-1 fraction);Dissolved Bottom Oxygen (mmol·m-3);Distance to Land (km)
Sardinella;aurita;10.25;-83.25;7108:103:1;349;28.21651268;26.59588242;35.10098648;36.54711151;11.38699986;0;210.9878235;15
Sardinella;aurita;10.25;-65.75;7106:205:2;68;26.78063202;26.77362442;36.04547501;36.16506577;20.55300027;0;206.673584;12
Sardinella;aurita;10.25;-14.75;7101:104:2;15;27.46082306;27.67521477;32.86884689;34.79013062;10.11800021;0;208.9152069;27
Sardinella;aurita;10.25;-15.75;7101:205:2;110;26.93660927;23.75843811;34.33764267;35.48946762;7.946000434;0;198.5255585;133
Sardinella;aurita;10.25;-16.25;7101:206:1;51;26.66789818;21.9661026;34.67410278;35.50034714;8.086999878;0;188.4561005;166
Sardinella;aurita;10.25;-61.75;7106:101:2;14;28.05151176;28.15471458;32.52985382;35.1157608;37.30199859;0;208.267868;24
Sardinella;aurita;10.75;-63.75;7106:103:4;27;26.11197281;26.31435013;36.16041183;35.86654282;37.66899928;0;208.7710266;20
Sardinella;aurita;10.75;-82.25;7108:102:3;2268;28.37081337;3.881162882;35.59889603;34.97262192;0.214;0;200.8261719;129
Sardinella;aurita;10.75;-79.25;7107:209:3;3490;28.20992088;3.857203007;35.56275558;34.97763824;0.246000011;0;195.0146484;166
Sardinella;aurita;10.75;-83.75;7108:103:4;23;28.23962784;22.62759972;34.60927582;35.70669937;18.86801235;0;190.9694214;4
Sardinella;aurita;10.75;-65.25;7106:205:3;827;26.79603767;4.771644115;36.194561;34.9007225;11.68099977;0;182.1519623;27
Sardinella;aurita;10.75;-66.25;7106:206:3;156;26.75608826;21.11869049;36.17848969;36.62508011;15.59100021;0;171.5762634;20
Sardinella;aurita;10.75;-68.25;7106:208:3;33;27.26219559;26.52280426;36.45673752;36.48924637;10.8939996;0;210.0456696;14
Sardinella;aurita;10.75;-16.25;7101:206:3;8;26.72319603;26.53735733;34.36034393;35.25060272;12.59000041;0;210.2998505;110
Sardinella;aurita;10.75;-60.25;7106:100:3;448;28.18929672;5.486174107;33.73536301;34.61824799;14.72199988;0;171.3851929;109
Sardinella;aurita;10.75;-16.75;7101:206:4;79;26.31758308;18.70113182;34.61317444;35.66294479;13.30600027;0;132.3930511;133
Sardinella;aurita;10.75;-61.25;7106:101:3;63;27.94060326;25.26993179;32.76372528;36.13636017;31.33865818;0;194.8126678;11
Sardinella;aurita;10.75;-61.75;7106:101:4;73;27.82592201;25.70988464;31.6355896;36.15470123;28.26200053;0;200.1269989;26
Sardinella;aurita;11.25;-60.75;7106:110:2;137;27.99952507;28.00699425;33.46526718;34.14878464;18.97899993;0;204.6542358;26
Sardinella;aurita;11.25;-62.75;7106:112:2;81;27.31220627;24.69693756;33.74769974;36.2304039;34.93599966;0;199.7779083;97
Sardinella;aurita;11.25;-75.75;7107:215:2;2159;28.05745888;3.92505908;35.32250977;34.97071838;2.186999889;0;210.7470551;129
Sardinella;aurita;11.25;-73.25;7107:113:1;86;27.65886879;21.66194534;35.07054901;35.6602478;20.0288929;0;193.2794037;8
Sardinella;aurita;11.25;-16.25;7101:216:1;4;27.24312592;27.2369709;34.08948898;35.0003891;13.61900009;0;203.8331757;25
Sardinella;aurita;11.25;-74.25;7107:114:1;415;27.48976326;27.71393585;35.2395401;35.83765793;29.83199991;0;205.4046783;21
Sardinella;aurita;11.75;-17.25;7101:217:3;385;25.86738968;16.54776955;34.72500992;35.59788132;17.03999937;0;83.74750519;132
Sardinella;aurita;11.75;-72.25;7107:112:3;53;27.06615257;26.9400177;34.9586525;36.18228149;19.04308982;0;206.2106934;5
Sardinella;aurita;11.75;-72.75;7107:112:4;116;26.78844452;27.05506516;36.33035278;36.09727478;4.585000221;0;204.5674591;18
Sardinella;aurita;11.75;-65.75;7106:215:4;1395;27.35199547;4.051836014;35.42812347;34.96429062;6.345000118;0;203.5557404;109
Sardinella;aurita;11.75;-73.25;7107:113:3;973;27.00079536;8.04743576;36.10512161;34.81669235;3.817999968;0;156.770813;51
Sardinella;aurita;11.75;-16.25;7101:216:3;6;27.27216721;25.4606514;33.72049713;35.33821106;15.98799974;0;210.5535278;24
Sardinella;aurita;11.75;-74.25;7107:114:3;1547;27.32252121;4.077731133;35.49050903;34.96068954;11.09699998;0;210.3542786;97
Sardinella;aurita;12.25;-17.25;7101:227:1;316;25.56604004;18.47249222;34.62868881;35.62419891;20.34500055;0;132.6623993;109
Sardinella;aurita;12.25;-71.75;7107:121:2;39;26.82059288;23.62316895;35.88100433;35.97190094;9.599085897;0;197.8631287;9
Sardinella;aurita;12.25;-72.75;7107:122:2;505;26.66817093;14.69587994;36.34854507;35.73727798;4.691999871;0;150.5448456;84
Sardinella;aurita;12.25;-61.25;7106:121:1;899;28.0157299;4.503552914;34.21087265;34.9953537;7.397999987;0;203.296814;109
Sardinella;aurita;12.25;-61.75;7106:121:2;1553;28.02028275;13.41704559;34.3146019;35.37916565;7.360000163;0;152.6338348;26
Sardinella;aurita;12.25;-66.75;7106:226:2;2441;27.63144875;3.881419897;35.21808243;34.97298813;2.997000003;0;197.4714661;110
Sardinella;aurita;12.25;-68.25;7106:228:1;1138;27.6710434;24.54981041;35.48891068;36.77396393;2.596999984;0;208.1240845;26
Sardinella;aurita;12.25;-68.75;7106:228:2;1188;27.60768318;4.05381918;35.65722275;34.96721649;2.705000108;0;208.1839447;26
Sardinella;aurita;12.75;-68.75;7106:228:4;2442;27.82153511;3.874805927;35.47026443;34.97496414;2.313999925;0;196.9604797;110
Sardinella;aurita;12.75;-70.25;7107:120:3;411;27.37982941;10.78749371;36.06437302;35.21002197;6.575000007;0;157.4747314;27
Sardinella;aurita;12.75;-69.75;7106:229:4;1113;27.67617989;4.056714058;35.80973053;34.96693039;3.109999932;0;210.4335175;27
Sardinella;aurita;13.25;-16.75;7101:236:2;24;25.44701576;24.66278076;33.86091614;35.2645607;36.46682948;0;206.5784149;16
Sardinella;aurita;13.25;-68.25;7106:238:1;3781;27.94864845;3.84741497;35.16407013;34.97357941;1.811999944;0;196.395874;165
Sardinella;aurita;13.25;-81.25;7108:131:1;1325;28.13525581;4.855116844;35.73825073;34.91839981;0.525999989;0;187.6018066;27
Sardinella;aurita;13.25;-18.25;7101:238:1;3569;25.52114105;2.296144009;35.37859726;34.91270447;14.48099967;0;238.6707916;205
Sardinella;aurita;13.25;-58.75;7105:238:2;2282;27.99283218;2.775198936;34.30779648;34.95246124;1.252999995;0;264.717926;108
Sardinella;aurita;13.25;-59.75;7105:239:2;1125;28.00850105;9.290927887;34.33598328;34.89160538;2.253999934;0;162.0897064;25
Sardinella;aurita;13.25;-61.25;7106:131:1;1514;28.03458023;9.859059334;34.27379608;35.17002869;3.107582685;0;212.3110504;25
Sardinella;aurita;13.25;-62.25;7106:132:1;2990;28.10501671;3.963741064;34.37327957;34.97738266;3.635999979;0;199.565033;162
Sardinella;aurita;13.75;-16.25;7101:236:3;1;25.22636414;24.84012413;33.56814194;35.27428055;41.82646796;0;203.1237335;1
Sardinella;aurita;13.75;-16.75;7101:236:4;43;25.11859703;24.93144989;33.67933655;35.31103897;44.94599998;0;213.9147034;22
Sardinella;aurita;13.75;-60.75;7106:130:4;834;27.99264908;4.946578979;34.32496643;34.93877029;1.992000034;0;194.6582336;24
Sardinella;aurita;13.75;-61.75;7106:131:4;2955;28.08033371;3.781044006;34.29962158;34.94530106;2.392000053;0;209.6367645;108
Sardinella;aurita;14.25;-83.25;7108:143:1;12;28.22714996;28.34454536;35.19644928;36.10976791;7.732999977;0;199.6880493;15
Sardinella;aurita;14.25;-16.75;7101:246:2;4;24.67566109;23.41429138;33.76068878;35.44855118;46.13941908;0;197.2033081;9
Sardinella;aurita;14.75;-60.25;7106:140:3;2709;27.91692543;2.517456055;34.55768204;34.93145752;1.06499996;0;264.5852661;108
Sardinella;aurita;14.75;-61.25;7106:141:3;1942;27.92669487;6.848761082;34.43145752;34.74866486;1.522999955;0;167.0751801;23
Sardinella;aurita;14.75;-17.25;7101:247:3;66;24.14323616;16.58165169;34.65181351;35.43659592;39.20811787;0;122.9018326;19
Sardinella;aurita;14.75;-17.75;7101:247:4;1233;24.43582726;6.179016113;35.04454041;34.85845947;27.65700035;0;109.9039078;81
Sardinella;aurita;14.75;-19.25;7101:249:3;3546;25.15924644;2.209295988;35.68157196;34.91403961;16.15400054;0;238.7479706;242
Sardinella;aurita;15.25;-18.25;7101:458:1;2694;24.74881363;2.841942072;35.40062714;34.9507637;21.28100023;0;232.5841217;144
Sardinella;aurita;15.75;-88.25;7108:458:3;275;28.29347038;28.42404366;35.36618423;35.91744614;0.293999998;0;198.1471863;11
Sardinella;aurita;15.75;-21.25;7102:351:3;3952;24.66362;2.059607983;35.9888649;34.89006805;14.78699967;0;245.9167786;223
Sardinella;aurita;15.75;-60.25;7106:350:3;3982;27.83470535;1.501392961;34.75453186;34.86285019;0.79999998;0;256.1736145;161
Sardinella;aurita;15.75;-61.25;7106:351:3;488;27.83718872;7.936592102;34.73107529;34.90514755;1.012000022;0;163.7899628;25
Sardinella;aurita;15.75;-84.25;7108:354:3;21;28.17406273;28.1674614;35.47714996;36.1313591;7.08599994;0;199.6160889;13
Sardinella;aurita;16.25;-88.25;7108:468:1;331;28.25362206;23.9252491;35.44549179;36.80870056;0.952999981;0;210.5975647;26
Sardinella;aurita;16.25;-22.75;7102:362:2;765;24.35806084;22.80172729;36.16569901;36.2707634;5.572999828;0;220.2815094;22
Sardinella;aurita;16.25;-60.25;7106:360:1;4651;27.78257561;1.501999021;34.83958817;34.86444473;0.716999988;0;256.1256409;160
Sardinella;aurita;16.25;-61.25;7106:361:1;710;27.78964615;23.92855072;34.87618256;37.01062012;0.861999986;0;220.2638092;23
Sardinella;aurita;16.25;-82.25;7108:362:1;57;28.30038834;27.91381264;35.77844238;36.18104553;0.384000014;0;201.6103516;205
Sardinella;aurita;16.25;-66.75;7106:466:2;4528;28.04405594;3.837510109;34.83789063;34.98060608;0.933000003;0;196.2530212;228
Sardinella;aurita;16.75;-85.75;7108:465:4;2603;28.12344742;4.034873962;35.76190567;34.9599762;0.237999993;0;208.0287476;109
Sardinella;aurita;16.75;-73.25;7107:363:3;4294;28.03212738;3.844120979;35.4383049;34.98060608;0.792999985;0;196.5482178;220
Sardinella;aurita;16.75;-62.25;7106:362:3;776;27.8582058;27.81162643;34.66748047;35.29128647;1.009;0;202.763092;26
Sardinella;aurita;16.75;-62.75;7106:362:4;1265;27.92348289;4.043931007;34.61011505;34.97138214;1.001999946;0;201.1630096;107
Sardinella;aurita;16.75;-63.75;7106:363:4;1514;28.00617409;4.074179173;34.61817169;34.96847534;0.980000012;0;201.8574066;173
Sardinella;aurita;16.75;-69.75;7106:469:4;4356;28.00204468;3.836069107;35.23992157;34.97870255;0.89700002;0;197.0758514;196
Sardinella;aurita;17.25;-61.75;7106:371:2;197;27.68624115;27.68080521;35.01638031;35.47792053;0.838999986;0;203.2589569;25
Sardinella;aurita;17.25;-62.75;7106:372:2;537;27.80253792;18.29744911;34.74814606;36.44554901;0.913000025;0;170.8842621;26
Sardinella;aurita;17.25;-87.25;7108:477:1;2937;28.13832092;3.589915991;35.78749084;34.98529816;0.226999997;0;240.9546814;106
Sardinella;aurita;17.25;-88.25;7108:478:1;3;28.09431839;28.10227966;35.49018097;35.94343185;1.756999991;0;199.2375183;15
Sardinella;aurita;17.75;-65.75;7106:475:4;1840;27.90993881;3.989079952;34.77581406;34.9785614;0.728000014;0;205.0373077;106
Sardinella;aurita;17.75;-66.25;7106:476:3;1694;27.93412399;5.37668705;34.80283356;34.92811203;0.691000023;0;182.9837799;26
Sardinella;aurita;17.75;-66.75;7106:476:4;2062;27.99444389;3.895410061;34.81164932;34.9748764;0.685999985;0;200.8828888;106
Sardinella;aurita;17.75;-64.25;7106:374:3;1809;27.87363052;3.913317919;34.76826859;34.97584152;0.79000002;0;207.3763428;106
Sardinella;aurita;17.75;-64.75;7106:374:4;1941;27.85839272;27.79980659;34.77820587;35.3580513;0.721000019;0;202.5073547;25
Sardinella;aurita;17.75;-76.75;7107:476:4;945;28.22816086;4.110900879;35.58903122;34.96897888;0.357000012;0;232.069809;24
Sardinella;aurita;17.75;-60.25;7106:370:3;5792;27.61965179;1.385105014;35.08572388;34.84175491;0.528000004;0;254.2949524;212
Sardinella;aurita;18.25;-94.25;7109:384:1;27;26.9536171;26.99629974;34.84181976;36.01282501;5.10600023;0;203.2688141;16
Sardinella;aurita;18.25;-65.25;7106:485:1;576;27.77040863;27.63127136;34.86244965;35.73390579;0.855999999;0;204.1411438;26
Sardinella;aurita;18.25;-67.25;7106:487:1;432;28.02871323;27.12167168;34.82711411;35.97822571;0.652000017;0;207.3553162;19
Sardinella;aurita;18.25;-87.75;7108:487:2;560;28.03432274;5.008315086;35.11979675;34.89481354;1.622000011;0;179.1261749;23
Sardinella;aurita;18.25;-63.25;7106:383:1;532;27.67394638;23.31959343;34.87652969;37.02880478;0.768000027;0;219.1942444;25
Sardinella;aurita;18.25;-70.75;7107:380:2;1581;28.02951431;5.964118004;35.05438614;34.85990906;1.252999995;0;172.5650177;20
Sardinella;aurita;18.25;-64.75;7106:384:2;1200;27.73595428;14.55997944;34.90682983;35.95181656;0.577000028;0;160.1513214;24
Sardinella;aurita;18.25;-76.25;7107:486:1;1599;28.26079178;3.769092083;35.60390854;34.99275589;0.232000006;0;243.7397461;22
Sardinella;aurita;18.75;-16.25;7101:486:3;111;21.67972755;22.01587868;35.83041763;35.91284943;98.91299903;0;217.3735657;21
Sardinella;aurita;18.75;-18.75;7101:488:4;3008;22.91735268;2.575036049;35.99432755;34.93579865;21.38499916;0;233.9134827;290
Sardinella;aurita;18.75;-62.25;7106:382:3;5471;27.53315926;1.382369995;35.23921204;34.84052658;0.552000012;0;254.2093811;129
Sardinella;aurita;18.75;-91.75;7109:381:4;43;27.52809906;27.58241463;34.42650986;36.19029236;9.135999717;0;200.4893341;25
Sardinella;aurita;18.75;-72.75;7107:382:4;539;28.65804863;27.97062111;35.59463501;35.81669617;0.521000009;0;202.6675415;21
Sardinella;aurita;18.75;-92.25;7109:382:3;13;27.3388443;27.39652634;34.49563217;36.16844559;7.664999925;0;201.9924622;16
Sardinella;aurita;18.75;-92.75;7109:382:4;46;27.13803482;27.19899178;33.69224548;36.19781876;18.71200092;0;204.6161041;24
Sardinella;aurita;18.75;-93.75;7109:383:4;176;27.04715919;21.36672592;34.94975662;36.37586594;3.023999976;0;202.8594666;85
Sardinella;aurita;18.75;-78.25;7107:488:3;4387;28.47332764;3.554279089;35.6136055;34.99399948;0.388999993;0;252.9679718;105
Sardinella;aurita;19.25;-96.25;7109:496:1;29;26.86031151;17.49079704;34.92939377;35.64344788;6.114885677;0;178.6239319;9
Sardinella;aurita;19.25;-80.75;7108:390:2;3886;28.34147263;3.574158907;35.73236084;34.98503876;0.322000007;0;247.9909058;105
Sardinella;aurita;19.25;-81.25;7108:391:1;2185;28.32367134;3.649058104;35.74504471;34.98290253;0.350999995;0;237.6646576;26
Sardinella;aurita;19.75;-75.25;7107:495:3;3306;28.35643387;3.560314894;35.63035583;34.97867203;0.80899999;0;252.3738708;23
Sardinella;aurita;19.75;-90.75;7109:390:4;19;27.40391922;27.40492821;36.49118805;36.28544235;3.95500008;0;200.5267792;22
Sardinella;aurita;19.75;-16.75;7101:496:4;31;22.65719032;21.98231125;36.13821411;35.9664917;55.03400043;0;228.8990631;79
Sardinella;aurita;19.75;-91.25;7109:391:3;8;27.21325111;27.08594131;36.41682816;36.37443542;1.840000041;0;204.1731262;92
Sardinella;aurita;19.75;-91.75;7109:391:4;57;27.21122932;25.32205391;36.24445724;36.40451431;0.457999995;0;214.0296173;127
Sardinella;aurita;19.75;-95.25;7109:495:3;2356;26.92650223;3.936079979;35.94088745;34.97704315;0.144999998;0;178.7990723;127
Sardinella;aurita;19.75;-87.25;7108:497:3;656;28.04047012;4.76401186;35.79415512;34.91670609;0.844999973;0;183.4042511;25
Sardinella;aurita;19.75;-63.75;7106:393:4;6859;27.46063995;1.385951996;35.33909988;34.84472656;0.321;0;254.3891144;175
Sardinella;aurita;20.25;-91.75;7209:101:2;22;27.12651443;26.13477516;36.3322258;36.42975616;0.608999981;0;211.1084442;166
Sardinella;aurita;20.25;-92.25;7209:102:1;860;27.18593597;15.63346291;36.1171608;35.93976593;0.169999999;0;124.6025467;196
Sardinella;aurita;20.25;-16.25;7201:206:1;251;23.08422852;21.66429138;36.34975052;36.00781631;38.27000037;0;229.8258209;15
Sardinella;aurita;20.25;-16.75;7201:206:2;150;22.39994049;21.48848724;36.16953278;36.0115242;106.922999;0;233.3021545;78
Sardinella;aurita;20.25;-96.75;7209:206:2;51;26.44958496;26.08231926;35.62380981;36.31771088;3.878999967;0;208.6804352;13
Sardinella;aurita;20.25;-17.75;7201:207:2;944;20.72901344;7.993546009;36.03609848;35.03879166;64.12100047;0;85.18800354;128
Sardinella;aurita;20.75;-90.25;7209:100:3;6;26.78244781;26.90911293;36.31451416;36.41974258;4.850591533;0;202.2729797;7
Sardinella;aurita;20.75;-16.75;7201:206:4;81;21.13209915;20.66313934;36.10858917;36.07934952;139.3949986;0;229.7518005;20
Sardinella;aurita;20.75;-82.75;7208:102:4;4490;28.23108101;3.58543992;35.84698105;34.9901123;0.138999996;0;241.3625031;108
Sardinella;aurita;21.25;-86.75;7208:216:2;71;27.75334549;27.53489113;36.03261566;36.07911301;4.62900009;0;203.6090393;17
Sardinella;aurita;21.25;-93.75;7209:113:2;2795;27.03461456;3.933653116;36.07605743;34.97061157;0.112000002;0;177.2402191;328
Sardinella;aurita;21.25;-89.75;7208:219:2;8;26.39539909;26.58759499;36.29656982;36.42525101;4.646110814;0;204.2422638;12
Sardinella;aurita;21.75;-79.25;7207:219:3;11;27.88582993;26.616745;35.83078003;36.22756195;0.543400005;0;196.1735229;6
Sardinella;aurita;21.75;-86.75;7208:216:4;26;27.33992386;26.89012718;36.10482788;36.13647842;4.513999913;0;206.3543701;25
Sardinella;aurita;21.75;-92.25;7209:112:3;280;26.96339417;21.82717705;36.38438034;36.4433403;0.279;0;206.3949738;256
Sardinella;aurita;21.75;-87.75;7208:217:4;15;25.99225426;26.28528023;36.21571732;36.27281952;4.629999865;0;208.1672211;22
Sardinella;aurita;21.75;-88.25;7208:218:3;17;25.92665482;25.43292809;36.25012589;36.36584091;4.958999809;0;212.7515717;21
Sardinella;aurita;21.75;-97.25;7209:217:3;227;26.42816925;20.93648911;35.81737137;36.3977623;1.570999972;0;184.5235443;26
Sardinella;aurita;21.75;-71.75;7207:111:4;291;27.29539871;27.09355545;35.85189056;36.44976044;0.205000004;0;202.9382477;23
Sardinella;aurita;22.25;-82.25;7208:122:1;99;27.68332863;27.76619148;35.92035675;35.9087944;0.250000012;0;201.2578583;25
Sardinella;aurita;22.25;-90.25;7209:120:1;51;26.67853737;25.25766563;36.37373734;36.46147156;1.797999954;0;213.843689;149
Sardinella;aurita;22.25;-90.75;7209:120:2;57;26.7355938;25.81125069;36.39965439;36.48386002;1.392000006;0;211.8813324;171
Sardinella;aurita;22.25;-88.25;7208:228:1;36;26.27463341;26.23726273;36.28391266;36.3214035;3.438000102;0;207.289093;85
Sardinella;aurita;22.25;-88.75;7208:228:2;40;26.35941887;24.9912796;36.31373978;36.40859985;3.025999991;0;213.763504;97
Sardinella;aurita;22.25;-97.75;7209:227:2;18;25.93422127;25.75298691;35.52429581;36.46923828;43.26700047;0;210.9662933;15
Sardinella;aurita;22.75;-70.75;7207:120:4;5330;27.16830254;1.528828979;35.9542923;34.85385132;0.113000002;0;256.5246582;174
Sardinella;aurita;22.75;-79.25;7207:229:3;204;27.42326736;20.06503677;36.15886688;36.61238098;0.685999985;0;172.1821289;25
Sardinella;aurita;22.75;-89.75;7208:229:4;90;26.86503601;23.32770729;36.3408432;36.44900131;0.89700002;0;216.1016083;197
Sardinella;aurita;23.25;-86.75;7208:236:2;627;27.72897148;7.195714951;35.94895935;34.9537468;1.404999988;0;162.2313995;218
Sardinella;aurita;23.25;-87.25;7208:237:1;121;27.37069321;25.08333778;36.07181549;36.34722137;1.364000025;0;211.6299744;203
Sardinella;aurita;23.25;-82.25;7208:132:1;1119;27.62192345;12.5248003;35.96471786;35.33753586;0.58599998;0;156.5247955;16
Sardinella;aurita;23.25;-87.75;7208:237:2;80;27.05263519;24.10486603;36.1714325;36.36542892;1.154000056;0;211.8338928;197
Sardinella;aurita;23.25;-82.75;7208:132:2;1312;27.67579842;3.886586905;35.96304321;34.97064209;0.600000028;0;210.1021118;23
Sardinella;aurita;23.75;-87.25;7208:237:3;359;27.58559418;13.01056194;36.0091362;35.50247574;1.05099997;0;152.2848969;257
Sardinella;aurita;24.25;-97.25;7209:247:1;157;26.1035881;21.28947639;35.83214188;36.42414474;0.870999997;0;191.6575012;76
Sardinella;aurita;24.25;-97.75;7209:247:2;7;25.27628708;25.85983276;35.72169495;36.36318207;1.126999967;0;206.9904175;13
Sardinella;aurita;24.25;-87.25;7208:247:1;954;27.65924835;4.376728058;35.96974182;34.92272186;0.861999986;0;184.3061371;312
Sardinella;aurita;24.25;-87.75;7208:247:2;508;27.35992432;11.37708664;36.04727936;35.42341614;0.719000003;0;147.7932129;308
Sardinella;aurita;24.25;-81.75;7208:141:2;530;27.26679611;10.31763458;36.00833511;35.07344055;0.465999998;0;156.8004456;106
Sardinella;aurita;24.25;-82.25;7208:142:1;491;27.13315582;8.806586266;36.00788498;35.08648682;0.503999996;0;158.6091919;106
Sardinella;aurita;24.25;-82.75;7208:142:2;509;27.06720161;9.281619072;35.99819565;35.09901047;0.474;0;157.5400391;126
Sardinella;aurita;24.75;-82.75;7208:142:4;30;26.54698563;25.98859215;36.11260223;36.16079712;0.480999995;0;210.1411896;101
Sardinella;aurita;24.75;-83.25;7208:143:3;69;26.63345909;24.77432442;36.06913757;36.26055145;0.425000006;0;215.464447;152
Sardinella;aurita;24.75;-77.75;7207:247:4;969;26.83885193;24.51202583;36.53580475;36.7604332;0.153000001;0;213.0947113;15
Sardinella;aurita;24.75;-80.25;7208:140:3;408;27.4771347;8.700522423;35.99497986;35.07390213;0.472000014;0;157.8898163;97
Sardinella;aurita;24.75;-80.75;7208:140:4;98;27.16287613;23.04681015;36.04324722;36.47740173;0.58599998;0;198.7407379;25
Sardinella;aurita;24.75;-81.25;7208:141:3;38;26.86912346;26.79335785;36.0667572;35.60798264;0.91599999;0;204.9216003;22
Sardinella;aurita;24.75;-81.75;7208:141:4;9;26.62924004;26.45990753;36.13133621;35.79265594;0.812000013;0;206.1641388;24
Sardinella;aurita;24.75;-82.25;7208:142:3;25;26.51466179;26.36654091;36.15031433;36.162117;0.584999972;0;206.8354645;25
